Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
poor,man,422,2546,7
property,consist,75,47,1
consist,chiefly,47,32,2
water,meadow,182,4,1
regular,set,92,420,1
fine,time,120,2625,1
russian,society,346,245,2
low,greek,182,8,1
petrovna,turn,507,1279,2
thirty,thousand,84,614,8
thousand,silver,614,42,1
silver,piece,42,159,1
owe,seventy,90,18,1
seventy,thousand,18,614,2
lawful,wedlock,27,4,4
document,restrain,48,98,1
felt,sick,657,120,2
excuse,oneself,195,38,1
north,pole,16,125,2
ai,le,4,55,1
le,vin,55,1,1
hate,drinking,91,35,1
tell,berg,2482,2,1
great,balloon,1202,5,1
next,sunday,356,42,2
mutter,svidrigaïlov,297,205,2
considerable,sum,57,128,9
order,book,367,232,1
miss,marfa,64,143,1
svidrigaïlov,look,205,2970,3
malaya,vishera,1,1,1
much,excite,1227,111,9
svidrigaïlov,ask,205,1621,2
eye,shut,1211,91,1
svidrigaïlov,mutter,205,297,3
raskolnikov,shout,782,407,2
strange,creature,548,189,1
funeral,service,55,186,5
funeral,ceremony,55,51,1
eye,half,1211,387,2
petrovna,sit,507,1134,3
great,hand,1202,1662,3
tell,fortune,2482,92,1
bell,rang,88,20,8
miserable,dinner,57,124,1
sit,smoking,1134,4,1
sudden,marfa,239,143,1
green,silk,70,37,3
good,day,1595,1711,3
former,serf,104,37,2
serf,girl,37,465,1
stand,turn,1039,1279,1
little,credit,1465,32,1
good,choice,1595,40,2
train,seem,105,1349,1
tell,lie,2482,568,37
answer,svidrigaïlov,818,205,4
violent,quarrel,89,135,2
tell,marfa,2482,143,1
service,sung,186,4,1
positive,anger,62,145,1
raskolnikov,insist,782,134,2
man,die,2546,426,3
step,straight,419,290,1
future,life,181,1043,8
svidrigaïlov,sit,205,1134,4
imagine,eternity,284,17,1
something,vast,1444,27,1
bath,house,18,888,1
nothing,juster,1567,2,1
vague,smile,46,734,1
horrible,answer,46,818,1
answer,send,818,591,1
cold,chill,167,19,2
svidrigaïlov,raise,205,265,1
dare,utter,326,169,1
avoid,mention,111,176,1
confess,something,228,1444,1
feel,something,533,1444,4
great,pleasure,1202,121,15
preliminary,arrangement,20,41,1
nice,father,75,1140,1
gain,anything,112,796,2
past,unpleasantness,187,18,1
much,anger,1227,145,1
foolish,way,87,1198,2
ulterior,motive,3,54,3
end,avdotya,622,119,1
millionth,fraction,1,2,1
prevent,suspicion,71,133,1
tiny,bit,58,158,4
conventional,formality,14,16,1
capital,thing,79,1295,7
much,strike,1227,344,2
bore,prince,63,1984,1
prince,svirbey,1984,1,1
great,personage,1202,39,3
distant,relation,40,169,12
madam,prilukov,102,1,1
old,day,1356,1711,26
wide,subject,81,227,1
short,laugh,273,1027,2
petrovna,arrange,507,110,1
petrovna,beg,507,317,1
beg,dounia,317,321,1
guard,dounia,42,321,1
harm,avdotya,62,119,1
good,memory,1595,89,4
draw,porfiry,258,213,1
brilliant,idea,31,798,4
little,interest,1465,272,4
petrovitch,walk,331,563,1
little,put,1465,1071,2
opposite,side,88,427,6
cambric,handkerchief,5,75,2
benevolent,man,10,2546,1
emphatic,lesson,7,66,1
endure,uncertainty,85,19,2
favourable,journey,14,64,1
great,strain,1202,35,1
national,railway,27,47,1
terrible,length,241,81,1
mother,russia,762,240,3
vast,country,27,109,1
peculiar,intonation,99,9,2
prokofitch,razumihin,23,344,1
mutter,pyotr,297,834,5
hostile,glance,18,252,3
glance,sidelong,252,1,1
petrovitch,belong,331,92,1
svidrigaïlov,set,205,420,2
excellent,authority,73,76,1
dounia,ask,321,1621,2
circumstance,precede,195,19,1
precise,information,16,69,1
general,conduct,935,71,1
short,period,273,49,2
pecuniary,resource,2,11,1
old,way,1356,1198,8
considerable,reason,57,479,1
criminal,charge,130,71,1
homicidal,brutality,2,3,1
good,evidence,1595,203,4
legal,point,48,586,2
woman,call,1047,660,7
call,resslich,660,11,1
small,sum,185,128,6
woman,svidrigaïlov,1047,205,1
mysterious,relation,76,169,2
dumb,girl,30,465,1
resslich,hat,11,217,1
usual,proceed,108,54,1
matter,end,609,622,3
loose,character,26,219,1
servant,philip,214,8,1
ill,treatment,209,21,1
philip,hang,8,156,1
systematic,persecution,4,5,1
queer,story,44,386,1
domestic,philosopher,18,20,1
servant,use,214,663,1
seem,dispose,1349,35,1
luzhin,observe,111,415,1
ambiguous,smile,7,734,1
astute,man,2,2546,1
terrible,instance,241,223,1
renew,effort,25,97,1
firm,conviction,53,132,3
slight,intention,152,94,3
something,insignificant,1444,25,1
death,marfa,260,143,1
dounia,urge,321,27,1
urge,raskolnikov,27,782,1
raskolnikov,cease,782,106,1
business,engagement,320,15,1
petrovitch,answer,331,818,1
important,point,191,586,5
certain,matter,460,609,3
great,gravity,1202,17,3
urgent,request,13,84,4
luzhin,relapse,111,24,1
strong,line,176,129,1
dounia,interrupt,321,182,3
please,understand,294,1051,3
future,depend,181,61,2
set,right,420,927,3
lay,claim,414,43,2
accept,duty,179,150,1
generous,man,71,2546,4
great,promise,1202,182,1
question,rest,897,310,1
luzhin,declare,111,226,1
much,consequence,1227,85,5
offensive,set,20,420,1
impertinent,boy,7,461,1
little,consequence,1465,85,5
obligation,exist,26,150,1
interest,beside,272,231,1
razumihin,fidget,344,13,1
future,partner,181,10,1
necessary,explanation,138,155,5
great,importance,1202,70,17
private,conversation,52,294,2
drink,coffee,329,49,2
conjugal,point,3,586,1
moral,character,92,219,1
malicious,intention,35,94,1
opposite,conclusion,88,113,2
rodya,repeat,125,363,1
bad,sense,376,168,1
blame,rodion,196,97,1
gain,courage,112,22,1
money,yesterday,993,385,2
till,yesterday,389,385,1
coarse,expression,48,318,1
worthless,person,29,382,1
unfortunate,girl,56,465,1
dounia,crimson,321,58,1
razumihin,knit,344,13,1
luzhin,smile,111,734,2
lofty,sarcasm,58,13,1
family,intimacy,388,12,1
similar,meeting,20,138,1
lay,command,414,55,1
particular,delicacy,98,30,1
new,tone,511,196,1
dounia,observe,321,415,1
secret,proposal,292,26,1
agreeable,interest,42,272,1
much,confidence,1227,51,4
alexandrovna,intervene,242,18,1
wrong,action,184,157,1
luzhin,storm,111,26,1
last,complaint,1586,25,1
help,break,383,397,1
conductor,bring,3,817,1
romanovna,implore,112,26,1
mamma,seem,127,1349,1
disregard,public,13,161,1
public,opinion,161,251,10
fitting,return,6,331,1
universal,verdict,40,15,1
fellow,want,375,1315,1
head,smash,804,15,1
spiteful,man,64,2546,4
hold,razumihin,550,344,1
petrovitch,gaze,331,289,1
man,carry,2546,332,2
defenceless,woman,5,1047,1
high,opinion,285,251,6
remind,dounia,74,321,1
evil,report,75,77,1
perfect,sincerity,104,25,2
lift,dounia,94,321,1
something,heroic,1444,8,1
agreeable,flattery,42,12,1
voluptuous,dream,6,348,1
amass,money,10,993,2
profound,secret,47,292,1
good,birth,1595,37,3
life,look,1043,2970,2
many,scene,532,179,2
amorous,episode,2,33,1
playful,theme,19,11,1
helpless,position,32,283,1
great,allurement,1202,2,1
heroic,condescension,8,11,1
unbounded,power,13,142,2
important,change,191,330,2
wide,circle,81,71,2
society,seem,245,1349,1
educate,woman,31,1047,1
aureole,round,1,493,1
horrible,rupture,46,11,1
rupture,affect,11,50,1
hideous,joke,34,128,1
bit,masterful,158,1,1
help,recall,383,121,1
recall,razumihin,121,344,1
base,man,75,2546,3
alexandrovna,mutter,242,297,1
dounia,turn,321,1279,1
morning,think,497,2317,1
think,rupture,2317,11,1
terrible,misfortune,241,38,2
felt,afraid,657,541,3
imagination,range,40,10,1
help,think,383,2317,7
alexandrovna,watch,242,300,1
raskolnikov,repeat,782,363,3
unnecessary,talk,27,1065,1
ask,dounia,1621,321,2
passing,infatuation,23,6,1
petrovna,seem,507,1349,2
great,impression,1202,178,12
god,rest,803,310,1
avoid,borrowing,111,3,1
dounia,seem,321,1349,1
stand,meditate,1039,10,1
terrible,plan,241,151,1
disproportionate,terror,2,141,1
alexandrovna,gaze,242,289,1
capital,enterprise,79,14,1
whole,project,889,23,1
razumihin,begin,344,1745,2
bad,publisher,376,8,1
decent,publication,37,10,1
publication,pay,10,324,1
european,language,25,57,1
tell,raskolnikov,2482,782,2
chance,slip,126,94,3
chief,mean,140,1062,1
splendid,profit,57,16,1
want,translate,1315,21,1
business,side,320,427,2
small,way,185,1198,1
eye,shone,1211,15,9
good,idea,1595,798,5
publishing,firm,6,53,1
rent,moderate,11,7,1
dounia,look,321,2970,1
incredulous,wonder,7,246,2
uttered,aloud,15,149,2
sharp,determination,49,40,1
feel,ill,533,209,4
poor,mother,422,762,4
dounia,overtook,321,3,1
heartless,egoist,8,11,2
intent,eye,20,1211,2
eye,grow,1211,343,2
razumihin,start,344,214,1
something,awful,1444,131,6
razumihin,turn,344,1279,1
face,twitch,1410,35,3
rodya,need,125,499,1
need,rest,499,310,3
much,upset,1227,82,4
iv,raskolnikov,45,782,2
green,house,70,888,1
vague,direction,46,73,1
narrow,staircase,42,55,1
voice,ask,588,1621,3
tiny,entry,58,20,1
chair,stand,362,1039,3
copper,candlestick,21,17,1
cry,sonia,1704,399,10
sonia,weakly,399,8,1
stand,root,1039,36,2
unexpected,visit,101,290,4
colour,rush,40,282,4
hand,wall,1662,183,1
irregular,quadrangle,13,1,1
grotesque,appearance,14,183,1
corner,form,304,195,2
acute,angle,18,5,2
strong,light,176,346,1
big,room,111,1129,3
deal,table,250,520,5
table,cover,520,153,2
blue,cloth,61,14,1
cloth,stand,14,1039,1
opposite,wall,88,183,5
angle,stand,5,1039,1
small,plain,185,48,1
plain,wooden,48,50,2
wooden,chest,50,71,2
drawer,look,35,2970,1
mutter,sonia,297,399,2
voice,shook,588,14,1
brood,eye,17,1211,1
sonia,smile,399,734,1
voice,change,588,330,2
answer,sonia,818,399,1
kind,woman,278,1047,2
house,serf,888,37,1
father,tell,1140,2482,2
ivanovna,kneel,635,43,1
sonia,whisper,399,324,3
ivanovna,use,635,663,1
plaintive,emphasis,8,12,1
pale,cheek,238,100,4
express,something,205,1444,2
seek,righteousness,114,3,1
sonia,articulate,399,37,2
little,bird,1465,46,5
begin,knock,1745,137,5
little,money,1465,993,6
native,town,16,549,2
boarding,school,1,100,1
new,splendid,511,57,1
splendid,life,57,1043,1
wash,tub,48,6,1
feeble,hand,24,1662,1
little,boot,1465,77,4
sonia,fly,399,248,1
oh,dear,1118,480,15
funny,book,51,232,1
show,katerina,660,427,1
cuff,cheap,9,22,1
ask,anyone,1621,277,2
sonia,ask,399,1621,2
rapid,consumption,61,25,2
awful,terror,131,141,2
harsh,smile,9,734,1
overburden,bosom,1,39,1
dumb,entreaty,30,23,1
terrible,dejection,241,14,1
rainy,day,1,1711,1
whisper,sonia,324,399,4
painful,effort,72,97,6
sonia,cry,399,1704,4
cry,aloud,1704,149,13
repeat,beside,363,231,1
tremor,pass,16,521,1
unutterable,reproach,5,97,1
bitter,sob,70,83,1
brief,silence,58,305,5
tearful,face,15,1410,2
sonia,draw,399,258,1
sudden,anguish,239,56,2
anguish,clutch,56,61,1
insolent,man,30,2546,2
sister,honour,314,216,1
great,sinner,1202,32,4
bad,sin,376,134,1
help,anyone,383,277,2
seem,surprise,1349,347,3
peculiar,attitude,99,47,1
shameful,position,55,283,1
little,orphan,1465,36,2
orphan,child,36,758,2
case,remain,516,302,1
exceptional,case,20,516,2
previous,life,81,1043,1
revolt,path,34,63,1
real,depravity,215,11,1
last,idea,1586,798,3
last,end,1586,622,1
canal,till,22,389,1
mean,madness,1062,35,1
weak,chest,122,71,1
eager,curiosity,48,157,1
soft,blue,51,61,1
stern,energy,44,27,1
little,body,1465,99,1
religious,maniac,29,14,3
book,lie,232,568,3
new,testament,511,8,3
russian,translation,346,12,3
sonia,seem,399,1349,1
right,place,927,704,2
fourth,gospel,47,41,1
bad,place,376,704,1
heard,raskolnikov,175,782,1
voice,become,588,598,1
become,stern,598,44,1
head,begin,804,1745,4
last,phrase,1586,94,3
phrase,sound,94,175,1
sound,strange,175,548,2
mysterious,meeting,76,138,1
voice,fail,588,105,8
certain,man,460,2546,1
sick,name,120,335,1
name,lazarus,335,10,1
third,word,156,1439,2
unhappy,father,142,1140,1
stepmother,craze,3,2,1
starve,child,10,758,1
intense,emotion,79,65,1
eleventh,chapter,4,172,1
nineteenth,verse,9,52,1
mary,sat,5,38,1
martha,unto,22,30,1
unto,jesus,30,23,1
thou,hadst,169,5,3
whatsoever,thou,3,169,2
thou,wilt,169,5,5
wilt,ask,5,1621,1
thy,brother,66,548,1
martha,saith,22,13,1
saith,unto,13,30,12
last,day,1586,1711,7
whosoever,liveth,2,1,1
believest,thou,1,169,1
sonia,read,399,561,1
public,confession,161,85,1
thou,art,169,38,16
eye,turn,1211,1279,8
ye,lay,16,414,1
jesus,wept,23,24,1
physical,fever,30,101,1
great,miracle,1202,79,1
immense,triumph,42,61,1
voice,ring,588,107,4
last,verse,1586,52,2
blind,disbelieve,52,8,1
disbelieve,jew,8,39,1
happy,anticipation,208,18,1
stone,lay,160,414,1
lay,emphasis,414,12,1
jesus,saith,23,13,3
unto,thee,30,86,1
thou,shouldest,169,1,1
jesus,lift,23,94,1
thank,thee,158,86,2
hast,hear,33,1132,1
thou,hearest,169,1,1
hast,send,33,591,1
bound,hand,58,1662,1
stand,motionless,1039,38,3
dimly,light,11,346,2
eternal,book,49,232,1
savage,determination,35,40,1
ask,sonia,1621,399,4
recent,meeting,31,138,1
sonia,thought,399,549,2
understand,nothing,1051,1567,14
lay,hand,414,1662,6
mad,creature,199,189,4
look,thing,2970,1295,3
thing,straight,1295,290,1
god,win,803,639,1
polenka,win,44,639,1
street,corner,297,304,2
corner,send,304,591,1
remain,child,302,758,1
repeat,sonia,363,399,1
farewell,message,43,60,1
kill,lizaveta,432,159,4
sonia,start,399,214,1
father,talk,1140,1065,1
sonia,gaze,399,289,2
word,mean,1439,1062,2
sonia,spend,399,216,1
whole,night,889,587,7
feverish,sleep,57,222,1
burning,eye,24,1211,1
divide,sonia,30,399,1
notice,stuck,475,3,1
canal,advertising,22,1,1
empty,room,100,1129,5
criminal,cause,130,243,1
several,clerk,212,136,1
mysterious,watch,76,300,1
clerk,absorb,136,28,1
petty,detail,36,153,1
conviction,grow,132,343,1
enigmatic,man,14,2546,1
phantom,spring,19,80,1
phantom,exaggerate,19,41,1
fresh,conflict,75,15,1
hateful,porfiry,19,213,1
arrogant,bearing,7,13,1
several,chair,212,362,1
government,furniture,77,34,1
polish,yellow,31,61,1
entrance,porfiry,70,213,1
saw,sign,589,211,2
certain,awkwardness,460,5,2
begin,porfiry,1745,213,1
french,phrase,83,94,2
characteristic,sign,58,211,1
second,flash,304,142,1
monstrous,proportion,16,21,1
mutter,porfiry,297,213,2
apparent,aim,48,82,1
moment,avoid,1301,111,1
avoid,raskolnikov,111,782,2
suspicious,glance,46,252,2
fat,round,47,493,1
little,figure,1465,123,4
figure,look,123,2970,1
ball,roll,85,55,1
government,quarter,77,105,4
repeat,porfiry,363,213,1
stupid,repetition,259,2,1
enigmatic,glance,14,252,1
stir,raskolnikov,66,782,1
incautious,challenge,2,67,1
legal,rule,48,85,1
legal,tradition,48,16,2
irrelevant,subject,19,227,1
fatal,question,67,897,2
petrovitch,screw,331,26,1
crafty,look,7,2970,1
look,pass,2970,521,1
eye,contract,1211,11,1
feature,broaden,37,2,1
look,raskolnikov,2970,782,1
raskolnikov,straight,782,290,1
latter,force,312,196,1
repulsion,overcame,23,4,1
prolong,laughter,8,148,1
petrovitch,seem,331,1349,2
little,disturbed,1465,16,5
visitor,receive,232,349,1
latter,fact,312,885,1
considerable,irritation,57,50,1
special,stress,167,14,1
proper,form,45,195,1
cackle,porfiry,3,213,1
begin,fidget,1745,13,2
please,excuse,294,195,3
witty,observation,29,29,1
dear,rodion,480,97,7
petrovitch,continue,331,234,2
petersburg,circle,323,71,1
feel,awkward,533,27,1
high,society,285,245,7
middle,sort,123,699,3
public,interest,161,272,3
continue,listen,234,702,1
serious,frown,153,118,1
frown,face,118,1410,1
empty,chatter,100,41,3
porfiry,patter,213,10,1
official,duty,113,150,5
sedentary,life,1,1043,1
privy,councillor,3,8,2
modern,science,28,71,1
mention,inquiry,176,79,1
regular,muddle,92,24,2
different,name,259,335,3
rudest,peasant,1,259,1
irrelevant,question,19,897,3
felicitous,comparison,1,24,1
ironical,person,29,382,2
word,lead,1439,267,1
examine,lawyer,87,102,4
free,art,142,38,1
empty,phrase,100,94,1
enigmatic,word,14,1439,1
porfiry,begin,213,1745,2
extraordinary,simplicity,177,43,1
legal,form,48,195,2
psychological,method,22,39,2
suspect,someone,130,187,1
case,entrust,516,18,1
different,position,259,283,1
clear,example,282,58,1
moral,support,92,61,1
weak,man,122,2546,3
irrefutable,proof,6,68,1
definite,position,43,283,3
terrible,fright,241,36,2
enemy,prefer,87,58,1
regular,siege,92,7,2
special,case,167,516,5
general,case,935,516,1
comic,case,15,516,1
continual,suspicion,43,133,1
simple,peasant,120,259,3
man,cultivate,2546,6,1
certain,side,460,427,1
dead,certainty,220,25,1
important,matter,191,609,12
real,rude,215,36,1
russian,peasant,346,259,8
modern,cultivate,28,6,1
cultivate,man,6,2546,1
prefer,prison,58,106,1
butterfly,round,3,493,1
tangle,round,11,493,1
mathematical,proof,13,68,1
fly,straight,248,290,4
sit,pale,1134,238,1
real,existence,215,79,1
unknown,ordeal,67,9,1
speak,till,1198,389,2
harmless,joke,12,128,2
pace,round,145,493,1
awaken,none,12,104,1
comic,idea,15,798,1
put,intellect,1071,52,1
playful,wit,19,51,2
abstract,argument,10,47,1
argument,fascinate,47,39,1
military,matter,32,609,1
beaten,napoleon,6,38,1
clever,fashion,145,75,2
general,mack,935,1,1
mack,surrender,1,14,1
military,history,32,66,2
military,science,32,71,2
proper,career,45,58,1
actual,fact,38,885,4
weighty,matter,10,609,1
sharp,calculation,49,23,1
candid,man,26,2546,2
poor,examine,422,87,1
poor,fellow,422,375,18
bad,luck,376,41,2
flagrant,moment,4,1301,1
stuffy,room,5,1129,1
allegorical,allusion,2,14,1
cleverest,man,4,2546,2
temperament,reflect,15,117,1
reflect,everything,117,811,1
room,stuffy,1129,5,1
porfiry,stand,213,1039,1
hysterical,laughter,64,148,3
dear,man,480,2546,3
petrovitch,whisper,331,324,1
sudden,whisper,239,324,1
porfiry,turn,213,1279,1
wild,curiosity,93,157,1
little,attack,1465,128,1
petrovitch,cackle,331,3,1
ironical,temper,29,64,1
generous,indignation,71,97,2
please,rest,294,310,1
look,shock,2970,52,1
longer,shiver,89,41,1
strange,inclination,548,16,1
unexpected,word,101,1439,3
legal,practice,48,24,2
morbid,psychology,22,27,2
man,confess,2546,228,1
regular,hallucination,92,18,1
begin,imagine,1745,284,1
imagine,thing,284,1295,2
high,court,285,142,1
proper,care,45,288,1
ring,bell,107,88,1
experienced,doctor,14,263,3
fat,fellow,47,375,1
felt,everything,657,811,1
penetrate,porfiry,19,213,1
damnable,business,6,320,1
porfiry,bent,213,37,1
silent,perplexity,291,49,1
lay,stress,414,14,6
sickly,smile,23,734,2
porfiry,titter,213,7,1
perfect,monomania,104,2,1
touch,raskolnikov,179,782,1
interest,detail,272,153,1
detail,yesterday,153,385,1
precious,thing,86,1295,3
fact,worth,885,173,1
slight,suspicion,152,133,3
raskolnikov,start,782,214,2
porfiry,repeat,213,363,1
ironical,face,29,1410,1
psychological,mean,22,1062,1
push,porfiry,73,213,1
compose,face,23,1410,1
child,ask,758,1621,1
porfiry,whisper,213,324,2
old,womanish,1356,7,1
good,nature,1595,225,4
actual,frenzy,38,75,1
perfect,paroxysm,104,16,1
help,obey,383,43,1
great,fury,1202,83,2
porfiry,interrupt,213,182,1
little,surprise,1465,347,5
chuckle,porfiry,7,213,1
madden,raskolnikov,6,782,1
roar,raskolnikov,56,782,1
damn,punchinello,140,1,1
escape,form,139,195,1
porfiry,mutter,213,297,1
strange,incident,548,95,4
incident,occur,95,93,5
door,increase,750,70,1
several,person,212,382,6
push,somebody,73,54,1
petrovitch,repeat,331,363,1
prisoner,nikolay,187,518,1
someone,answer,187,818,2
actual,struggle,38,76,1
violent,shove,89,12,1
star,straight,193,290,4
white,lip,173,260,3
round,crop,493,7,1
thin,spare,101,59,1
spare,feature,59,37,1
nikolay,pull,518,250,1
person,crowd,382,230,1
petrovitch,mutter,331,297,1
nikolay,articulate,518,37,1
strike,dumb,344,30,8
warder,step,5,419,1
momentary,stupefaction,14,10,2
repeat,nikolay,363,518,3
petrovitch,stand,331,1039,1
uninvited,spectator,8,23,1
nikolay,pronounce,518,79,1
porter,meet,87,508,1
nikolay,reply,518,313,1
forget,raskolnikov,458,782,1
unnatural,smile,36,734,1
porfiry,stood,213,52,1
assent,porfiry,46,213,1
birthday,party,23,145,2
poor,nikolay,422,518,1
begin,vivisect,1745,1,1
comical,business,10,320,1
help,notice,383,475,2
notice,everything,475,811,1
playful,mind,19,851,1
comic,side,15,427,1
straight,home,290,469,6
main,outline,12,3,1
recent,scene,31,179,2
help,shudder,383,79,1
terrible,porfiry,241,213,1
nervous,temperament,102,15,1
bold,game,35,88,1
true,view,475,164,1
surprise,prepare,347,111,1
unexpected,appearance,101,183,2
risk,something,45,1444,1
raskolnikov,reflect,782,117,1
mean,anything,1062,796,5
conceal,anything,123,796,3
positive,evidence,62,203,2
face,hidden,1410,33,2
sudden,sense,239,168,1
memorial,dinner,5,124,4
great,change,1202,330,7
sigh,deeply,70,51,3
man,articulate,2546,37,1
year,past,871,187,7
prepare,hide,111,217,1
work,home,382,469,1
awful,thought,131,549,1
tell,nothing,2482,1567,1
blood,stain,221,37,1
tell,porfiry,2482,213,1
sudden,idea,239,798,3
detective,department,5,20,1
begin,skip,1745,24,1
call,somebody,660,54,2
question,nikolay,897,518,1
evil,thought,75,549,1
man,bow,2546,218,1
malicious,smile,35,734,3
part,v,524,30,1
v,chapter,30,172,1
fateful,interview,14,82,2
mother,bring,762,817,1
bring,sober,817,28,1
sober,influence,28,109,1
black,snake,139,4,1
health,seem,64,1349,1
present,position,405,283,4
sarcastic,smile,25,734,5
young,friend,776,606,11
smile,pyotr,734,834,1
petrovitch,notice,331,475,1
many,point,532,586,1
tell,andrey,2482,142,1
second,mistake,304,159,1
hitch,await,4,80,1
legal,case,48,516,1
approach,marriage,156,163,2
german,tradesman,111,5,1
full,forfeit,302,1,1
forfeit,money,1,993,1
upholsterer,refuse,1,197,1
instalment,pay,3,324,1
furniture,purchase,34,13,1
petrovitch,ground,331,189,1
desperate,hope,56,240,1
dounia,send,321,591,1
voluptuous,pang,6,27,1
endure,anguish,85,56,1
slay,raskolnikov,6,782,1
false,economy,67,6,1
english,shop,35,64,2
feel,bound,533,58,3
return,money,331,993,1
petrovitch,call,331,660,1
funeral,dinner,55,124,3
busy,lay,56,414,1
great,affair,1202,175,2
previous,quarrel,81,135,1
great,ceremony,1202,51,4
recent,unpleasantness,31,18,1
positive,pleasure,62,121,1
moreover,dress,85,285,1
black,silk,139,37,9
chief,object,140,267,3
young,progressive,776,21,1
important,part,191,524,1
impress,pyotr,56,834,1
powerful,omniscient,30,1,1
omniscient,circle,1,71,1
despise,everyone,114,177,1
show,everyone,660,177,1
vague,alarm,46,205,1
approximate,notion,2,44,1
absurd,degree,109,88,2
chief,ground,140,189,1
continual,uneasiness,43,47,2
important,personage,191,39,7
great,scandal,1202,88,2
person,attack,382,128,1
serious,trouble,153,212,1
reason,pyotr,479,834,1
petrovitch,intend,331,156,1
reach,petersburg,258,323,2
anticipate,contingency,29,2,1
current,phrase,15,94,1
commonplace,simpleton,24,17,2
mean,reassure,1062,27,1
reassure,pyotr,27,834,1
semyonovitch,pester,25,19,1
gain,something,112,1444,3
question,present,897,405,2
little,man,1465,2546,12
absurd,effect,109,117,1
dislike,pyotr,70,834,1
simple,andrey,120,142,1
right,sort,927,699,1
try,expound,630,11,1
darwinian,theory,1,71,1
pick,thing,115,1295,2
fine,person,120,382,1
show,anyone,660,277,1
strange,praise,548,57,1
future,child,181,758,1
money,walk,993,563,1
room,pretend,1129,71,1
bank,note,57,456,4
convince,pyotr,151,834,1
great,difference,1202,49,4
begin,enlarge,1745,10,1
brief,remark,58,218,2
frame,betray,25,85,1
discourteous,irony,2,33,1
recent,breach,31,11,1
something,progressive,1444,21,1
worthy,friend,57,606,1
interrupt,andrey,182,142,1
continue,pyotr,234,834,1
pass,yesterday,521,385,1
destitute,widow,10,92,1
cry,lebeziatnikov,1704,76,3
thrash,katerina,58,427,1
conviction,amount,132,51,1
use,violence,663,19,1
future,society,181,245,3
queer,thing,44,1295,2
revolt,convention,34,7,1
free,marriage,142,163,5
husband,straight,198,290,1
personal,conviction,84,132,3
normal,condition,37,163,6
present,society,405,245,1
vigorous,protest,16,86,1
present,condition,405,163,9
good,term,1595,70,6
different,footing,259,30,1
broad,basis,40,9,1
beautiful,character,100,219,1
fine,character,120,219,1
word,development,1439,21,1
general,question,935,897,1
feminine,modesty,25,16,1
humane,view,20,164,1
fellow,creature,375,189,9
borrowing,book,3,232,1
certain,prejudice,460,33,1
foolish,idea,87,798,2
inconvenient,moment,3,1301,1
personal,privacy,84,2,1
novice,till,19,389,1
firm,faith,53,169,1
useful,work,21,382,1
describe,human,157,100,1
human,activity,100,18,1
finish,count,185,105,1
cesspool,question,3,897,1
amuse,luzhin,85,111,1
oppose,pyotr,34,834,1
good,tell,1595,2482,8
haughty,displeasure,42,7,1
young,person,776,382,7
lebeziatnikov,ask,76,1621,1
imagine,anything,284,796,8
petrovitch,meet,331,508,1
certain,shade,460,24,1
banter,familiarity,3,15,1
note,lie,456,568,3
eye,remain,1211,302,1
remain,rivet,302,6,1
petrovitch,sign,331,211,1
stop,lebeziatnikov,411,76,1
repeat,anything,363,796,1
lebeziatnikov,saw,76,589,2
opposite,sonia,88,399,1
severe,expression,33,318,1
respect,mamma,257,127,1
ivanovna,stand,635,1039,2
great,dignity,1202,121,6
sonia,answer,399,818,1
inevitable,circumstance,36,195,1
petrovitch,detain,331,14,1
dear,sofya,480,135,1
consequence,affect,85,50,1
petrovitch,hold,331,550,4
handsome,ring,49,107,1
yellow,stone,61,160,2
middle,finger,123,192,4
star,pyotr,193,834,1
chance,yesterday,126,385,1
speak,compassion,1198,35,1
unfortunate,position,56,283,2
family,depend,388,61,1
sonia,rise,399,287,1
temporary,assistance,14,48,1
full,term,302,70,1
falter,sonia,54,399,1
opinion,money,251,993,1
jamaica,rum,1,4,1
unhappy,widow,142,92,1
sonia,burst,399,159,1
speak,anxiety,1198,95,1
flush,crimson,129,58,21
petrovitch,accompany,331,74,1
time,lebeziatnikov,2625,76,1
last,verb,1586,1,1
avoid,gratitude,111,39,1
principle,sympathise,52,6,1
private,charity,52,28,1
suffer,distress,221,69,1
social,mistake,56,159,1
noble,pyotr,114,834,1
legal,marriage,48,163,4
luzhin,reply,111,313,1
seem,preoccupy,1349,16,1
lebeziatnikov,start,76,214,1
trumpet,call,2,660,1
weak,point,122,586,3
pushkin,expression,24,318,1
natural,consequence,97,85,1
despicable,consequence,15,85,1
despicable,position,15,283,1
new,husband,511,198,1
petrovitch,snigger,331,13,1
much,merriment,1227,8,1
last,notice,1586,475,1
senseless,dinner,53,124,1
disorder,brain,34,127,1
ivanovna,felt,635,657,1
felt,oblige,657,60,4
chief,element,140,31,1
social,ceremony,56,51,1
contemptible,lodger,46,41,1
aristocratic,colonel,31,33,1
nervous,crave,102,11,1
moreover,sonia,85,399,1
doctor,tell,263,2482,6
great,variety,1202,6,1
lisbon,wine,1,87,1
poor,quality,422,33,2
sufficient,quantity,17,8,1
traditional,rice,7,4,1
little,pole,1465,125,10
instant,call,178,660,1
paint,everyone,34,177,1
various,circumstance,49,195,1
new,acquaintance,511,135,1
continual,failure,43,14,1
slight,jar,152,2,1
small,disaster,185,5,1
bright,hope,69,240,4
extraordinary,importance,177,70,1
